1, true, 5001, 3
1, true, 5001, 8
1, true, 5004, 7
1, true, 5005, 6
1, true, 5032, 5
1, true, 5037, 6
1, true, 5059, 7
2, true, 5001, 4
2, true, 5005, 2
2, true, 5005, 4
2, true, 5013, 4
3, true, 5013, 2
3, true, 5030, 7
3, true, 5032, 8
4, true, 5004, 1
4, true, 5004, 2
4, true, 5004, 4
4, true, 5004, 5
4, true, 5004, 6
4, true, 5004, 8
4, true, 5013, 3
4, true, 5013, 6
4, true, 5030, 3
5, true, 5013, 1
5, true, 5013, 5
5, true, 5036, 4
5, true, 5037, 1
5, true, 5037, 5
6, true, 5001, 1
6, true, 5001, 5
6, true, 5001, 6
6, true, 5001, 7
6, true, 5007, 8
6, true, 5030, 1
6, true, 5030, 2
6, true, 5030, 5
6, true, 5030, 6
6, true, 5030, 8
6, true, 5036, 1
6, true, 5036, 2
6, true, 5036, 3
6, true, 5036, 5
6, true, 5036, 6
6, true, 5036, 7
6, true, 5036, 8
6, true, 5059, 3
6, true, 5059, 4
6, true, 5059, 8
6, true, 5061, 4
6, true, 5061, 8
7, true, 5001, 2
7, true, 5045, 1
7, true, 5045, 3
7, true, 5045, 4
7, true, 5053, 4
7, true, 5053, 8
7, true, 5059, 1
7, true, 5059, 2
8, true, 5053, 6
8, true, 5053, 7
8, true, 5059, 5
8, true, 5059, 6
8, true, 5061, 1
8, true, 5061, 2
8, true, 5061, 3
8, true, 5061, 5
9, true, 5007, 2
9, true, 5007, 3
9, true, 5007, 4
9, true, 5007, 6
9, true, 5007, 7
9, true, 5050, 4
9, true, 5053, 1
9, true, 5053, 2
9, true, 5053, 3
9, true, 5053, 5
10, true, 5007, 5
10, true, 5042, 1
10, true, 5042, 3
10, true, 5042, 4
10, true, 5045, 2
10, true, 5050, 1
10, true, 5050, 2
10, true, 5050, 3
10, true, 5050, 5
10, true, 5050, 6
10, true, 5050, 7
10, true, 5050, 8
10, true, 5061, 6
11, true, 5007, 1
11, true, 5019, 1
11, true, 5019, 2
11, true, 5019, 3
11, true, 5019, 4
12, true, 5028, 3
12, true, 5028, 4
13, true, 5028, 2
13, true, 5042, 7
14, true, 5028, 1
14, true, 5042, 8
16, true, 5042, 2
17, true, 5042, 6
18, true, 5042, 5
26, true, 5028, 7
26, true, 5028, 8
28, true, 5028, 5
28, true, 5028, 6
